year,country,primary_energy_consumption,renewables_share_energy,population,gdp
1976,Morocco,45.639,6.466,17756514.0,57286406144.0
1977,Morocco,51.191,7.885,18206480.0,60121202688.0
1978,Morocco,54.337,7.706,18679864.0,61864816640.0
1979,Morocco,60.603,7.719,19167660.0,64683995136.0
1980,Morocco,60.776,7.371,19678446.0,70582902784.0
1981,Morocco,58.95,5.136,20208270.0,68608385024.0
1982,Morocco,60.749,2.784,20746774.0,75240267776.0
1983,Morocco,62.371,2.28,21287382.0,74825392128.0
1984,Morocco,63.204,1.712,21817268.0,77950836736.0
1985,Morocco,65.303,2.201,22335078.0,82816245760.0
1986,Morocco,67.535,2.815,22824446.0,89314713600.0
1987,Morocco,69.565,3.507,23279934.0,87281655808.0
1988,Morocco,73.487,3.766,23720600.0,96219234304.0
1989,Morocco,80.847,4.232,24148104.0,98443649024.0
1990,Morocco,82.756,4.359,24570816.0,102154764288.0
1991,Morocco,83.804,4.326,24988088.0,109721313280.0
1992,Morocco,93.779,3.04,25400676.0,107626446848.0
1993,Morocco,94.766,1.382,25806782.0,107015757824.0
1994,Morocco,104.454,2.378,26201554.0,118566420480.0
1995,Morocco,102.452,1.763,26599054.0,112179724288.0
1996,Morocco,107.114,5.403,26999094.0,125860003840.0
1997,Morocco,111.354,5.531,27397118.0,123716861952.0
1998,Morocco,114.212,4.601,27791828.0,132482457600.0
1999,Morocco,118.492,2.059,28176992.0,133796593664.0
2000,Morocco,117.463,1.969,28554420.0,136310685696.0
2001,Morocco,126.905,2.473,28930100.0,146279415808.0
2002,Morocco,130.092,2.324,29301820.0,150893953024.0
2003,Morocco,130.45,3.656,29661272.0,159964561408.0
2004,Morocco,148.563,3.473,30033124.0,167760838656.0
2005,Morocco,161.334,2.079,30431898.0,173624639488.0
2006,Morocco,164.665,2.015,30833024.0,187290255360.0
2007,Morocco,163.228,2.046,31232634.0,194460172288.0
2008,Morocco,180.131,1.894,31634996.0,206522777600.0
2009,Morocco,175.79,4.702,32042880.0,215877484544.0
2010,Morocco,194.956,5.875,32464866.0,224738361344.0
2011,Morocco,204.747,3.635,32903708.0,237165936640.0
2012,Morocco,208.422,3.104,33352166.0,244646084608.0
2013,Morocco,213.979,5.095,33803528.0,256075628544.0
2014,Morocco,217.025,4.446,34248608.0,262911197184.0
2015,Morocco,220.859,5.377,34680456.0,275091619840.0
2016,Morocco,223.324,5.583,35107272.0,279436951552.0
2017,Morocco,233.801,5.276,35528116.0,291271114752.0
2018,Morocco,241.814,7.095,35927516.0,299980095488.0
1965,Netherlands,413.96,0.0,12275797.0,191976456192.0
1966,Netherlands,443.377,0.0,12426790.0,197259116544.0
1967,Netherlands,468.8,0.0,12576971.0,207633416192.0
1968,Netherlands,524.393,0.0,12727200.0,220964061184.0
1969,Netherlands,584.787,0.0,12881251.0,235189714944.0
1970,Netherlands,659.798,0.0,13037686.0,248591794176.0
1971,Netherlands,695.772,0.0,13186716.0,259072983040.0
1972,Netherlands,808.138,0.0,13324182.0,267650547712.0
1973,Netherlands,859.682,0.0,13447575.0,280204148736.0
1974,Netherlands,815.957,0.0,13560532.0,291312140288.0
1975,Netherlands,822.845,0.312,13663970.0,291063988224.0
1976,Netherlands,897.423,0.31,13760114.0,304755703808.0
1977,Netherlands,881.314,0.314,13855560.0,313049841664.0
1978,Netherlands,899.181,0.43,13949415.0,320433848320.0
1979,Netherlands,928.872,0.38,14040286.0,327558463488.0
1980,Netherlands,872.195,0.375,14130383.0,331504746496.0
1981,Netherlands,827.1,0.419,14217323.0,329838788608.0
1982,Netherlands,764.416,0.111,14296533.0,325990940672.0
1983,Netherlands,768.067,0.096,14369651.0,331569922048.0
1984,Netherlands,797.369,0.007,14441930.0,342475538432.0
1985,Netherlands,822.848,0.172,14515705.0,353024507904.0
1986,Netherlands,863.64,0.206,14592526.0,362737696768.0
1987,Netherlands,881.434,0.255,14675302.0,367878504448.0
1988,Netherlands,884.37,0.307,14762321.0,377506496512.0
1989,Netherlands,888.458,0.343,14850230.0,395159109632.0
1990,Netherlands,910.735,0.281,14944550.0,411390803968.0
1991,Netherlands,928.063,0.319,15046578.0,423864926208.0
1992,Netherlands,939.117,0.34,15150688.0,433594990592.0
1993,Netherlands,946.966,0.374,15251088.0,441585762304.0
1994,Netherlands,936.809,0.427,15349481.0,457294184448.0
1995,Netherlands,974.962,0.456,15446670.0,474287669248.0
1996,Netherlands,1017.111,0.564,15538617.0,494052179968.0
1997,Netherlands,998.851,0.636,15629912.0,518267830272.0
1998,Netherlands,1005.942,0.727,15722601.0,544860340224.0
1999,Netherlands,993.777,0.795,15812491.0,575703547904.0
2000,Netherlands,1006.819,0.926,15899138.0,603576139776.0
2001,Netherlands,1045.557,0.988,15981630.0,619963809792.0
2002,Netherlands,1046.061,1.186,16057042.0,624206544896.0
2003,Netherlands,1053.076,1.164,16127574.0,629605990400.0
2004,Netherlands,1088.744,1.503,16196036.0,646099697664.0
2005,Netherlands,1112.242,2.078,16261834.0,663883939840.0
2006,Netherlands,1089.576,2.315,16325679.0,691219595264.0
2007,Netherlands,1107.524,2.417,16391232.0,720938008576.0
2008,Netherlands,1094.389,2.913,16460775.0,737432109056.0
2009,Netherlands,1079.291,3.43,16536200.0,713757491200.0
2010,Netherlands,1170.651,3.136,16617121.0,727959470080.0
2011,Netherlands,1115.092,3.662,16701470.0,744360837120.0
2012,Netherlands,1095.699,3.789,16785296.0,736497893376.0
2013,Netherlands,1062.885,3.741,16867352.0,735093129216.0
2014,Netherlands,1016.331,3.787,16954080.0,745517678592.0
2015,Netherlands,1034.106,4.163,17041110.0,760077418496.0
2016,Netherlands,1043.622,4.318,17124512.0,776582332416.0
2017,Netherlands,1051.377,5.011,17207204.0,799187927040.0
2018,Netherlands,1025.894,5.75,17286042.0,818056003584.0
1970,New Zealand,105.809,38.823,2824068.0,50438270976.0
1971,New Zealand,110.801,41.63,2868891.0,53055037440.0
1972,New Zealand,118.239,41.191,2920886.0,55327768576.0
1973,New Zealand,122.976,39.168,2980643.0,59259510784.0
1974,New Zealand,124.643,40.952,3042806.0,62785892352.0
1975,New Zealand,126.614,43.829,3095434.0,62066044928.0
1976,New Zealand,130.858,39.668,3127819.0,63578722304.0
1977,New Zealand,133.565,36.976,3141172.0,60481236992.0
1978,New Zealand,132.237,39.498,3143303.0,60726374400.0
1979,New Zealand,134.031,44.85,3142535.0,61961887744.0
1980,New Zealand,134.288,46.992,3147166.0,62391721984.0
1981,New Zealand,134.686,47.485,3160621.0,65419587584.0
1982,New Zealand,139.154,43.1,3185723.0,66640154624.0
1983,New Zealand,144.635,44.462,3219831.0,68466868224.0
1984,New Zealand,153.26,43.454,3250341.0,71840333824.0
1985,New Zealand,154.415,41.614,3268360.0,72396718080.0
1986,New Zealand,166.407,42.986,3281673.0,73916284928.0
1987,New Zealand,168.239,42.212,3299449.0,74219986944.0
1988,New Zealand,175.236,42.287,3316005.0,74015940608.0
1989,New Zealand,179.244,41.452,3333753.0,74677444608.0
1990,New Zealand,186.435,41.427,3397388.0,74483236864.0
1991,New Zealand,190.187,40.412,3481606.0,72989966336.0
1992,New Zealand,190.501,37.467,3532568.0,73699155968.0
1993,New Zealand,196.246,40.207,3573739.0,77452075008.0
1994,New Zealand,207.137,41.245,3620893.0,82753609728.0
1995,New Zealand,214.906,42.026,3673899.0,86504431616.0
1996,New Zealand,217.988,39.501,3728460.0,89915654144.0
1997,New Zealand,218.022,35.659,3775853.0,92710363136.0
1998,New Zealand,218.023,38.805,3810047.0,93578371072.0
1999,New Zealand,219.933,35.582,3833496.0,97884487680.0
2000,New Zealand,229.557,36.384,3855266.0,101981110272.0
2001,New Zealand,227.483,32.67,3889587.0,104436924416.0
2002,New Zealand,235.292,35.151,3948582.0,109929889792.0
2003,New Zealand,228.071,34.321,4019944.0,115145211904.0
2004,New Zealand,234.68,38.006,4081415.0,120376942592.0
2005,New Zealand,228.759,34.672,4132782.0,123645493248.0
2006,New Zealand,230.264,34.872,4179986.0,127255027712.0
2007,New Zealand,229.466,35.474,4221495.0,132482703360.0
2008,New Zealand,230.098,34.491,4260235.0,132115849216.0
2009,New Zealand,229.505,37.97,4302884.0,132821327872.0
2010,New Zealand,235.125,38.803,4346345.0,135624843264.0
2011,New Zealand,236.093,39.608,4381274.0,138433576960.0
2012,New Zealand,237.845,36.964,4410285.0,141964034048.0
2013,New Zealand,239.559,36.982,4450641.0,144951869440.0
2014,New Zealand,250.677,37.563,4514198.0,149075263488.0
2015,New Zealand,252.204,38.142,4590591.0,153714786304.0
2016,New Zealand,254.936,38.975,4668088.0,159813943296.0
2017,New Zealand,259.836,37.033,4746253.0,165842092032.0
2018,New Zealand,258.494,38.037,4838528.0,171013586944.0
1997,North Macedonia,30.014,8.867,2004240.0,14249369600.0
1998,North Macedonia,33.924,9.44,2012844.0,14789551104.0
1999,North Macedonia,32.504,12.636,2023781.0,15508166656.0
2000,North Macedonia,30.848,11.215,2037940.0,16307994624.0
2001,North Macedonia,29.025,6.336,2053391.0,15900560384.0
2002,North Macedonia,28.361,7.791,2064739.0,16235362304.0
2003,North Macedonia,31.976,12.462,2071150.0,16692704256.0
2004,North Macedonia,31.577,13.524,2075879.0,17567377408.0
2005,North Macedonia,32.658,13.081,2078667.0,18483240960.0
2006,North Macedonia,33.201,14.141,2081081.0,19516264448.0
2007,North Macedonia,32.975,8.661,2083494.0,20864536576.0
2008,North Macedonia,31.932,7.438,2086228.0,22095099904.0
2009,North Macedonia,31.45,11.347,2089793.0,22109681664.0
2010,North Macedonia,34.147,19.775,2093828.0,22959144960.0
2011,North Macedonia,34.064,11.624,2097110.0,23603470336.0
2012,North Macedonia,31.627,9.058,2099486.0,23487100928.0
2013,North Macedonia,30.224,14.4,2102220.0,24174659584.0
2014,North Macedonia,27.964,12.526,2105293.0,25062699008.0
2015,North Macedonia,29.483,18.577,2107965.0,26042277888.0
2016,North Macedonia,30.59,18.149,2110194.0,26681432064.0
2017,North Macedonia,29.432,11.817,2111982.0,26969989120.0
2018,North Macedonia,29.401,17.791,2113497.0,27703576576.0
1977,Norway,331.372,64.269,4043365.0,86520545280.0
1978,Norway,371.85,64.178,4058804.0,89538338816.0
1979,Norway,398.209,65.865,4072652.0,93549789184.0
1980,Norway,378.902,65.252,4085778.0,98181537792.0
1981,Norway,400.171,68.598,4099860.0,99126697984.0
1982,Norway,395.477,69.162,4114936.0,99335069696.0
1983,Norway,434.764,71.882,4128576.0,102897041408.0
1984,Norway,440.217,71.136,4140232.0,108971442176.0
1985,Norway,435.445,69.529,4152640.0,114639986688.0
1986,Norway,424.843,66.977,4167465.0,118764650496.0
1987,Norway,446.351,68.431,4187034.0,121201516544.0
1988,Norway,460.097,69.98,4209655.0,121152471040.0
1989,Norway,490.188,71.442,4227072.0,122312998912.0
1990,Norway,495.398,72.448,4241637.0,124859203584.0
1991,Norway,456.792,71.44,4261886.0,132674478080.0
1992,Norway,481.064,71.866,4286560.0,141645643776.0
1993,Norway,496.452,71.179,4312138.0,150160310272.0
1994,Norway,479.502,69.033,4336745.0,162612346880.0
1995,Norway,508.82,70.814,4359327.0,174580203520.0
1996,Norway,466.737,66.014,4381511.0,189004513280.0
1997,Norway,490.684,66.317,4405334.0,205114343424.0
1998,Norway,510.298,67.221,4431672.0,216977244160.0
1999,Norway,523.83,68.739,4462148.0,228162633728.0
2000,Norway,580.512,72.398,4491204.0,242722144256.0
2001,Norway,524.996,67.582,4514019.0,255412797440.0
2002,Norway,546.265,69.316,4538435.0,267060707328.0
2003,Norway,482.027,63.816,4565167.0,277816606720.0
2004,Norway,490.929,64.237,4592284.0,297704030208.0
2005,Norway,560.754,69.735,4623691.0,314925252608.0
2006,Norway,513.554,66.739,4661081.0,332397084672.0
2007,Norway,551.271,69.299,4709582.0,352664748032.0
2008,Norway,564.522,70.057,4768654.0,364919226368.0
2009,Norway,521.254,67.998,4829195.0,370050662400.0
2010,Norway,500.38,65.738,4889747.0,383737856000.0
2011,Norway,507.487,66.572,4953565.0,399382970368.0
2012,Norway,562.048,70.37,5019058.0,410365034496.0
2013,Norway,526.926,67.783,5080667.0,414462935040.0
2014,Norway,542.738,69.146,5137926.0,422415695872.0
2015,Norway,548.0,69.148,5190357.0,429219184640.0
2016,Norway,556.1,70.526,5236591.0,433545936896.0
2017,Norway,558.883,70.312,5277396.0,443618328576.0
2018,Norway,550.134,69.601,5312321.0,449338998784.0
1994,Oman,54.481,0.0,2133678.0,29594624000.0
1995,Oman,63.823,0.0,2172681.0,32979269632.0
1996,Oman,65.475,0.0,2209965.0,36087418880.0
1997,Oman,67.466,0.0,2245591.0,40761249792.0
1998,Oman,69.18,0.0,2279727.0,44532695040.0
1999,Oman,78.621,0.0,2312608.0,47475470336.0
1965,Pakistan,82.224,7.899,51841628.0,70661283840.0
1966,Pakistan,82.841,7.84,53199420.0,76405784576.0
1967,Pakistan,91.72,8.392,54629796.0,79258959872.0
1968,Pakistan,104.131,8.885,56124740.0,84766474240.0
1969,Pakistan,104.632,9.33,57676804.0,90261651456.0
1970,Pakistan,102.952,8.39,59290872.0,99675947008.0
1971,Pakistan,96.236,11.719,60878784.0,100157194240.0
1972,Pakistan,89.527,13.254,62509568.0,100869218304.0
1973,Pakistan,95.656,13.088,64285632.0,108175171584.0
1974,Pakistan,103.625,12.144,66149172.0,111773761536.0
1975,Pakistan,108.779,13.311,68127000.0,116475289600.0
1976,Pakistan,110.466,14.232,70230928.0,122635616256.0
1977,Pakistan,119.551,15.62,72451112.0,127467028480.0
1978,Pakistan,128.008,18.11,74789328.0,137688236032.0
1979,Pakistan,139.544,17.962,77407344.0,142754660352.0
1980,Pakistan,154.749,16.982,80624056.0,157740580864.0
1981,Pakistan,166.379,16.494,84270208.0,170114465792.0
1982,Pakistan,183.491,16.829,87828200.0,183113351168.0
1983,Pakistan,196.153,18.234,91080376.0,195559358464.0
1984,Pakistan,207.59,17.859,94003880.0,203232804864.0
1985,Pakistan,218.164,17.653,97121552.0,220940075008.0
1986,Pakistan,231.24,15.925,100618520.0,234955259904.0
1987,Pakistan,259.387,18.666,104251096.0,248712724480.0
1988,Pakistan,275.561,18.419,107967840.0,264731820032.0
1989,Pakistan,292.245,17.65,111670392.0,277371092992.0
1990,Pakistan,305.498,16.537,115414072.0,290069544960.0
1991,Pakistan,323.701,16.701,119203576.0,311483367424.0
1992,Pakistan,340.029,17.345,122375176.0,327814348800.0
1993,Pakistan,376.314,17.235,125546624.0,338978439168.0
1994,Pakistan,389.382,16.348,129245136.0,356454498304.0
1995,Pakistan,410.68,16.378,133117480.0,376967626752.0
1996,Pakistan,437.426,16.763,137234816.0,391435223040.0
1997,Pakistan,422.885,12.899,141330272.0,402359549952.0
1998,Pakistan,453.849,15.707,145476112.0,419024863232.0
1999,Pakistan,473.722,13.423,149694464.0,440333205504.0
2000,Pakistan,483.754,11.344,154369920.0,459798544384.0
2001,Pakistan,495.15,11.415,159217728.0,477964500992.0
2002,Pakistan,514.109,12.189,163262800.0,504824791040.0
2003,Pakistan,559.927,13.334,166876672.0,543920422912.0
2004,Pakistan,623.062,12.676,170648624.0,592025878528.0
2005,Pakistan,646.484,13.598,174372096.0,641139081216.0
2006,Pakistan,681.332,12.633,178069984.0,685964984320.0
2007,Pakistan,724.411,12.365,181924528.0,719251898368.0
2008,Pakistan,727.998,10.553,185931952.0,746909335552.0
2009,Pakistan,737.594,10.886,190123232.0,774875316224.0
2010,Pakistan,740.76,11.175,194454496.0,805483315200.0
2011,Pakistan,740.263,11.411,198602736.0,845085933568.0
2012,Pakistan,687.836,4.318,202205856.0,884405436416.0
2013,Pakistan,751.742,11.523,205337552.0,931154821120.0
2014,Pakistan,775.935,11.496,208251632.0,981580447744.0
2015,Pakistan,815.859,11.175,210969296.0,1039812853760.0
2016,Pakistan,888.988,11.015,213524848.0,1101753876480.0
2017,Pakistan,940.998,9.592,216379648.0,1160950841344.0
2018,Pakistan,971.03,9.339,219731488.0,1212090548224.0
1965,Peru,55.007,14.111,11781584.0,65696161792.0
1966,Peru,67.145,12.45,12127988.0,71226662912.0
1967,Peru,68.368,13.702,12481624.0,74091347968.0
1968,Peru,69.631,14.439,12843253.0,73284026368.0
1969,Peru,70.14,15.603,13213738.0,75165696000.0
1970,Peru,72.34,14.454,13562372.0,81043374080.0
1971,Peru,75.818,17.672,13911970.0,84693327872.0
1972,Peru,67.946,20.367,14292440.0,87412244480.0
1973,Peru,76.991,19.27,14674787.0,92028477440.0
1974,Peru,88.644,18.357,15057182.0,96868851712.0
1975,Peru,93.667,18.165,15441500.0,104551628800.0
1976,Peru,95.54,18.748,15826812.0,106022338560.0
1977,Peru,96.313,19.3,16224614.0,105950396416.0
1978,Peru,96.119,19.763,16638483.0,105938534400.0
1979,Peru,99.806,20.381,17059192.0,112279732224.0
1980,Peru,106.851,19.653,17492406.0,117521547264.0
1981,Peru,112.316,21.267,17932348.0,122880958464.0
1982,Peru,113.088,22.38,18374372.0,123031207936.0
1983,Peru,98.918,24.702,18826906.0,106507837440.0
1984,Peru,104.294,25.11,19285646.0,111385452544.0
1985,Peru,102.577,27.571,19746614.0,113560608768.0
1986,Peru,110.484,27.369,20208446.0,124887949312.0
1987,Peru,120.635,27.024,20671362.0,135510958080.0
1988,Peru,117.192,26.67,21143804.0,124322127872.0
1989,Peru,107.955,29.208,21624308.0,109139156992.0
1990,Peru,107.017,29.333,22109102.0,103571996672.0
1991,Peru,106.149,32.413,22583004.0,106163724288.0
1992,Peru,103.355,28.131,23047250.0,105849397248.0
1993,Peru,112.954,31.196,23513888.0,111713009664.0
1994,Peru,122.811,31.001,23983260.0,125787848704.0
1995,Peru,133.322,29.035,24449060.0,135477493760.0
1996,Peru,137.438,28.985,24907304.0,139625201664.0
1997,Peru,134.768,29.36,25365384.0,149081309184.0
1998,Peru,139.044,29.656,25818228.0,148876754944.0
1999,Peru,142.633,30.457,26252238.0,151520083968.0
2000,Peru,147.359,32.804,26654440.0,156021178368.0
2001,Peru,146.076,35.784,27014912.0,157376020480.0
2002,Peru,149.577,35.718,27334510.0,166416171008.0
2003,Peru,147.672,36.944,27623344.0,173800882176.0
2004,Peru,157.396,32.472,27893914.0,182906372096.0
2005,Peru,163.73,32.168,28147260.0,194913484800.0
2006,Peru,165.593,34.891,28381080.0,210148982784.0
2007,Peru,180.285,31.92,28600380.0,228649467904.0
2008,Peru,194.644,28.834,28806184.0,250224541696.0
2009,Peru,198.44,29.686,29009326.0,253539532800.0
2010,Peru,225.286,26.665,29229576.0,275677708288.0
2011,Peru,248.556,25.768,29477722.0,294253232128.0
2012,Peru,256.725,25.905,29749592.0,311750262784.0
2013,Peru,262.581,26.089,30038810.0,329891807232.0
2014,Peru,268.829,25.84,30353956.0,337782210560.0
2015,Peru,281.669,25.961,30711864.0,349008592896.0
2016,Peru,298.938,24.635,31132776.0,362594336768.0
2017,Peru,303.59,28.802,31605488.0,371568574464.0
2018,Peru,318.425,29.432,32203946.0,386316107776.0
1994,Philippines,226.373,15.579,67650288.0,250039762944.0
1995,Philippines,258.544,13.861,69250472.0,263686193152.0
1996,Philippines,277.018,14.197,70944968.0,281310527488.0
1997,Philippines,302.359,12.727,72718832.0,298146725888.0
1998,Philippines,301.31,13.366,74491928.0,298757750784.0
1999,Philippines,305.169,17.447,76249064.0,310266101760.0
2000,Philippines,307.553,18.225,77958224.0,326462603264.0
2001,Philippines,300.727,16.728,79626088.0,338531942400.0
2002,Philippines,302.168,16.288,81285576.0,353568391168.0
2003,Philippines,311.742,16.09,82942840.0,374041673728.0
2004,Philippines,319.122,16.669,84607504.0,402137743360.0
2005,Philippines,320.316,16.014,86261248.0,424650342400.0
2006,Philippines,305.166,18.689,87901832.0,450316369920.0
2007,Philippines,316.621,16.632,89561376.0,483816439808.0
2008,Philippines,327.375,17.64,91252328.0,507831517184.0
2009,Philippines,331.225,17.199,92946952.0,517597462528.0
2010,Philippines,340.842,14.876,94636704.0,561436033024.0
2011,Philippines,347.647,16.142,96337912.0,586460954624.0
2012,Philippines,359.618,16.418,98032320.0,625662230528.0
2013,Philippines,385.417,14.806,99700112.0,669825564672.0
2014,Philippines,405.579,13.994,101325208.0,711518781440.0
2015,Philippines,444.484,13.525,103031360.0,753489674240.0
2016,Philippines,485.48,13.009,104875272.0,805057069056.0
2017,Philippines,532.613,12.526,106738496.0,858818805760.0
2018,Philippines,547.257,12.231,108568832.0,912443441152.0
1965,Poland,776.053,0.352,31224086.0,188699590656.0
1966,Poland,791.178,0.35,31504832.0,200606679040.0
1967,Poland,814.3,0.365,31765962.0,207876374528.0
1968,Poland,876.367,0.356,32016872.0,220431548416.0
1969,Poland,936.066,0.285,32262060.0,218218528768.0
1970,Poland,987.921,0.549,32482946.0,229568512000.0
1971,Poland,1019.143,0.487,32710744.0,245931900928.0
1972,Poland,1074.919,0.468,32979398.0,263853801472.0
1973,Poland,1095.064,0.458,33270012.0,283714584576.0
1974,Poland,1131.256,0.621,33578680.0,300363710464.0
1975,Poland,1220.269,0.537,33899768.0,314487209984.0
1976,Poland,1285.522,0.424,34229712.0,322311716864.0
1977,Poland,1340.415,0.495,34561580.0,328313339904.0
1978,Poland,1407.362,0.469,34870696.0,340244103168.0
1979,Poland,1428.253,0.428,35188364.0,333915684864.0
1980,Poland,1495.63,0.517,35521432.0,325503254528.0
1981,Poland,1348.473,0.532,35851104.0,308182417408.0
1982,Poland,1373.058,0.395,36188644.0,305360601088.0
1983,Poland,1379.374,0.443,36536140.0,320511901696.0
1984,Poland,1433.917,0.367,36876560.0,332358615040.0
1985,Poland,1466.442,0.46,37179164.0,335851094016.0
1986,Poland,1507.76,0.382,37436804.0,346539491328.0
1987,Poland,1556.635,0.355,37654412.0,341893087232.0
1988,Poland,1526.905,0.367,37812084.0,349435199488.0
1989,Poland,1469.523,0.346,37939020.0,344009605120.0
1990,Poland,1210.33,0.361,38064252.0,310673178624.0
1991,Poland,1184.164,0.378,38167388.0,291725475840.0
1992,Poland,1132.397,0.425,38252284.0,302141014016.0
1993,Poland,1131.848,0.406,38319300.0,316590915584.0
1994,Poland,1083.18,0.488,38375464.0,336238444544.0
1995,Poland,1108.723,0.523,38401980.0,363194515456.0
1996,Poland,1163.95,0.527,38401408.0,388887511040.0
1997,Poland,1152.541,0.55,38396120.0,417946664960.0
1998,Poland,1104.199,0.683,38379992.0,441376079872.0
1999,Poland,1082.722,0.647,38354952.0,466287230976.0
2000,Poland,1017.525,0.683,38504432.0,492195512320.0
2001,Poland,1010.456,0.82,38662860.0,503090249728.0
2002,Poland,999.579,0.82,38647476.0,518231130112.0
2003,Poland,1034.207,0.675,38621536.0,541817896960.0
2004,Poland,1041.219,0.891,38596040.0,575083577344.0
2005,Poland,1064.345,1.135,38575912.0,600855150592.0
2006,Poland,1116.981,1.249,38547180.0,644043374592.0
2007,Poland,1113.815,1.562,38521868.0,695923507200.0
2008,Poland,1133.312,2.208,38522884.0,732389048320.0
2009,Poland,1093.617,3.066,38555288.0,758697754624.0
2010,Poland,1166.175,3.454,38597356.0,792188944384.0
2011,Poland,1172.93,4.043,38620848.0,839855964160.0
2012,Poland,1139.241,5.229,38625872.0,853353431040.0
2013,Poland,1141.949,5.171,38607352.0,865215250432.0
2014,Poland,1100.944,6.056,38581880.0,893604462592.0
2015,Poland,1112.315,6.562,38553148.0,927975669760.0
2016,Poland,1160.688,6.05,38532108.0,952936824832.0
2017,Poland,1205.901,6.191,38532816.0,999989641216.0
2018,Poland,1219.635,5.851,38521464.0,1053479337984.0
1996,Portugal,250.79,18.706,10087653.0,199451459584.0
1997,Portugal,254.402,16.635,10130547.0,209094131712.0
1998,Portugal,277.512,15.164,10179419.0,219968765952.0
1999,Portugal,283.827,9.103,10233373.0,229420449792.0
2000,Portugal,293.322,13.073,10300632.0,239037759488.0
2001,Portugal,297.665,15.647,10371815.0,244636549120.0
2002,Portugal,295.414,9.749,10430913.0,247482613760.0
2003,Portugal,303.365,17.057,10473345.0,246137470976.0
2004,Portugal,297.524,12.09,10501523.0,251574779904.0
2005,Portugal,296.958,8.116,10523314.0,254497210368.0
2006,Portugal,294.788,15.573,10543946.0,259465101312.0
2007,Portugal,297.068,16.144,10565547.0,266976673792.0
2008,Portugal,286.748,15.147,10580963.0,268554829824.0
2009,Portugal,289.227,18.849,10591341.0,261579653120.0
2010,Portugal,305.088,27.393,10588401.0,267592237056.0
2011,Portugal,291.036,24.511,10564820.0,263734345728.0
2012,Portugal,265.779,21.702,10522085.0,253104521216.0
2013,Portugal,291.794,29.106,10464537.0,250243334144.0
2014,Portugal,297.681,30.293,10408379.0,252484943872.0
2015,Portugal,291.228,24.459,10365436.0,256506757120.0
2016,Portugal,311.496,29.276,10332751.0,260122132480.0
2017,Portugal,301.878,21.442,10307528.0,269243023360.0
2018,Portugal,307.598,26.878,10289833.0,276343586816.0
1965,Romania,278.721,1.066,19117072.0,43001847808.0
1966,Romania,297.27,1.03,19221488.0,47832817664.0
1967,Romania,331.733,1.316,19348540.0,52473978880.0
1968,Romania,352.98,1.309,19515304.0,56402014208.0
1969,Romania,405.812,1.615,19711720.0,59830431744.0
1970,Romania,432.011,1.898,19922620.0,65982779392.0
1971,Romania,458.565,2.899,20145242.0,70865952768.0
1972,Romania,483.276,4.493,20382178.0,79902457856.0
1973,Romania,525.824,4.244,20628254.0,89933250560.0
1974,Romania,529.495,4.733,20889666.0,90781507584.0
1975,Romania,577.511,4.793,21167270.0,92819857408.0
1976,Romania,622.343,3.852,21449642.0,103132364800.0
1977,Romania,659.94,4.187,21678700.0,109332594688.0
1978,Romania,710.754,4.416,21844028.0,119289364480.0
1979,Romania,724.816,4.626,21993496.0,120853626880.0
1980,Romania,731.847,5.106,22125226.0,121316859904.0
1981,Romania,733.587,5.134,22237474.0,121253691392.0
1982,Romania,727.274,4.82,22331062.0,126047223808.0
1983,Romania,722.204,4.11,22403760.0,133547393024.0
1984,Romania,716.998,4.671,22465040.0,141346603008.0
1985,Romania,714.904,5.258,22525364.0,140982681600.0
1986,Romania,730.083,4.378,22587322.0,144140746752.0
1987,Romania,757.117,4.378,22653810.0,145192779776.0
1988,Romania,771.135,5.666,22719092.0,144309272576.0
1989,Romania,772.477,5.236,22788042.0,135787315200.0
1990,Romania,735.215,4.59,22836234.0,127957827584.0
1991,Romania,624.444,6.908,22842488.0,114092097536.0
1992,Romania,550.674,6.284,22800964.0,108239806464.0
1993,Romania,535.222,7.055,22721662.0,113423130624.0
1994,Romania,504.851,7.641,22632776.0,121572614144.0
1995,Romania,554.803,8.897,22533138.0,134463635456.0
1996,Romania,551.402,8.449,22417872.0,144370663424.0
1997,Romania,523.325,9.9,22289540.0,143287533568.0
1998,Romania,478.845,11.666,22161240.0,142127284224.0
1999,Romania,421.171,12.841,22039006.0,146476892160.0
2000,Romania,420.332,10.396,21919882.0,156815900672.0
2001,Romania,425.105,10.313,21797588.0,171448598528.0
2002,Romania,441.307,10.615,21653530.0,185753403392.0
2003,Romania,441.245,8.717,21481322.0,199208615936.0
2004,Romania,457.324,10.408,21289292.0,222641553408.0
2005,Romania,458.296,12.629,21092264.0,237715210240.0
2006,Romania,467.623,11.173,20909406.0,267838078976.0
2007,Romania,451.192,10.139,20744226.0,296749072384.0
2008,Romania,452.447,10.973,20597516.0,330879238144.0
2009,Romania,395.305,11.454,20466318.0,318474878976.0
2010,Romania,398.933,14.469,20335212.0,326789267456.0
2011,Romania,408.675,11.563,20220286.0,341004451840.0
2012,Romania,392.96,10.953,20137112.0,339489751040.0
2013,Romania,366.62,15.374,20066550.0,354085470208.0
2014,Romania,380.507,18.303,19995836.0,363278368768.0
2015,Romania,382.464,18.997,19906078.0,377295405056.0
2016,Romania,382.57,19.693,19797820.0,345273794560.0
2017,Romania,388.997,17.503,19698852.0,369827774464.0
