year,country,primary_energy_consumption,renewables_share_energy,population,gdp
1997,Bulgaria,257.208,3.166,8318965.0,67221577728.0
1998,Bulgaria,247.346,3.702,8234934.0,70098747392.0
1999,Bulgaria,217.319,3.746,8162298.0,66353733632.0
2000,Bulgaria,217.501,3.634,8097694.0,70102818816.0
2001,Bulgaria,224.82,2.27,8034863.0,72164990976.0
2002,Bulgaria,218.066,2.937,7974804.0,75728076800.0
2003,Bulgaria,225.451,3.896,7917745.0,79961358336.0
2004,Bulgaria,217.999,4.189,7865314.0,85445484544.0
2005,Bulgaria,236.2,5.264,7815221.0,91870126080.0
2006,Bulgaria,240.772,5.032,7766040.0,98526781440.0
2007,Bulgaria,232.765,3.548,7719035.0,106110869504.0
2008,Bulgaria,230.313,3.626,7674912.0,112832528384.0
2009,Bulgaria,202.215,5.167,7634737.0,109081829376.0
2010,Bulgaria,211.541,7.689,7592271.0,110804590592.0
2011,Bulgaria,224.733,4.928,7543128.0,113286381568.0
2012,Bulgaria,213.658,7.307,7488347.0,113317797888.0
2013,Bulgaria,198.108,10.177,7431169.0,114286280704.0
2014,Bulgaria,211.55,10.105,7372142.0,115783073792.0
2015,Bulgaria,224.68,11.299,7309255.0,119894269952.0
2016,Bulgaria,213.117,9.809,7245982.0,123884560384.0
2017,Bulgaria,218.174,8.443,7182430.0,128228638720.0
2018,Bulgaria,218.818,12.589,7117424.0,132183449600.0
1965,Canada,1389.036,25.139,19688808.0,335067021312.0
1966,Canada,1478.791,26.195,20055242.0,356785356800.0
1967,Canada,1546.292,25.61,20408046.0,367635431424.0
1968,Canada,1645.59,24.474,20731928.0,386855305216.0
1969,Canada,1745.348,25.521,21033938.0,407256006656.0
1970,Canada,1868.563,25.025,21434580.0,417751990272.0
1971,Canada,1927.145,24.928,21888686.0,441056624640.0
1972,Canada,2074.272,25.894,22222228.0,464342122496.0
1973,Canada,2252.543,25.553,22502026.0,497617436672.0
1974,Canada,2323.399,26.812,22812430.0,517951848448.0
1975,Canada,2288.937,26.156,23136250.0,529610735616.0
1976,Canada,2396.989,26.332,23442118.0,558634696704.0
1977,Canada,2535.542,25.808,23715310.0,577419673600.0
1978,Canada,2584.216,27.059,23962686.0,600763269120.0
1979,Canada,2660.205,27.297,24219116.0,625737072640.0
1980,Canada,2711.693,27.54,24511512.0,634113622016.0
1981,Canada,2695.77,29.404,24815780.0,653774422016.0
1982,Canada,2614.628,29.416,25101514.0,633852985344.0
1983,Canada,2600.305,30.499,25360732.0,652317687808.0
1984,Canada,2766.163,30.856,25602080.0,689733500928.0
1985,Canada,2857.275,31.612,25843920.0,727013326848.0
1986,Canada,2884.924,32.046,26116076.0,746074603520.0
1987,Canada,2977.613,31.65,26436886.0,776472494080.0
1988,Canada,3096.846,29.611,26815068.0,814240038912.0
1989,Canada,3127.392,27.817,27244408.0,833918730240.0
1990,Canada,3008.582,29.481,27657206.0,835996811264.0
1991,Canada,3020.828,30.499,28015762.0,820551417856.0
1992,Canada,3101.725,30.512,28347644.0,830132649984.0
1993,Canada,3180.007,30.451,28668168.0,854596321280.0
1994,Canada,3301.156,29.927,28981190.0,895509659648.0
1995,Canada,3381.887,29.888,29289430.0,922093223936.0
1996,Canada,3474.036,30.879,29593856.0,939604049920.0
1997,Canada,3491.245,30.285,29882752.0,982580592640.0
1998,Canada,3441.169,29.307,30144816.0,1023603507200.0
1999,Canada,3550.909,29.589,30399776.0,1079504207872.0
2000,Canada,3647.49,29.768,30683316.0,1138677121024.0
2001,Canada,3572.098,28.201,31002768.0,1162073341952.0
2002,Canada,3693.393,28.547,31322400.0,1200474947584.0
2003,Canada,3711.021,27.18,31619456.0,1225605382144.0
2004,Canada,3768.068,26.828,31911670.0,1267051659264.0
2005,Canada,3793.256,28.265,32215914.0,1311262900224.0
2006,Canada,3771.95,27.618,32531864.0,1349429624832.0
2007,Canada,3915.844,27.695,32862458.0,1381196103680.0
2008,Canada,3869.268,28.591,33218542.0,1398902882304.0
2009,Canada,3717.698,29.211,33593920.0,1361508171776.0
2010,Canada,3752.479,27.808,33963416.0,1407421775872.0
2011,Canada,3893.982,28.648,34323536.0,1455579594752.0
2012,Canada,3905.844,29.004,34691876.0,1479801044992.0
2013,Canada,3999.052,28.981,35063696.0,1514897276928.0
2014,Canada,4007.746,28.198,35404616.0,1552197222400.0
2015,Canada,4033.862,28.815,35732120.0,1565171122176.0
2016,Canada,3979.017,29.699,36113532.0,1586146836480.0
2017,Canada,4039.605,29.773,36554344.0,1636443488256.0
2018,Canada,4076.074,28.892,37035260.0,1669401542656.0
1965,Chile,72.433,16.142,8994942.0,61339717632.0
1966,Chile,77.675,15.867,9161650.0,68132622336.0
1967,Chile,79.188,15.889,9326270.0,70277718016.0
1968,Chile,78.859,13.368,9491502.0,72715534336.0
1969,Chile,84.996,13.999,9656302.0,75313209344.0
1970,Chile,89.744,14.191,9820483.0,76775333888.0
1971,Chile,97.109,14.86,9984377.0,83697033216.0
1972,Chile,98.945,17.308,10145762.0,82793308160.0
1973,Chile,95.742,17.45,10307850.0,78292279296.0
1974,Chile,95.927,19.77,10472748.0,79171403776.0
1975,Chile,86.828,21.942,10639534.0,69003132928.0
1976,Chile,90.164,21.9,10804876.0,71648444416.0
1977,Chile,94.378,22.105,10969865.0,78841257984.0
1978,Chile,98.103,22.152,11137754.0,85389959168.0
1979,Chile,103.576,21.553,11304332.0,92570918912.0
1980,Chile,106.976,22.07,11469825.0,100109713408.0
1981,Chile,107.583,22.727,11637615.0,106358276096.0
1982,Chile,100.631,26.628,11807411.0,92080693248.0
1983,Chile,104.541,27.826,11976519.0,89603039232.0
1984,Chile,108.525,27.77,12147764.0,94938079232.0
1985,Chile,109.9,30.352,12326395.0,96833634304.0
1986,Chile,114.165,31.424,12514509.0,102072827904.0
1987,Chile,119.833,32.364,12712786.0,108707266560.0
1988,Chile,133.717,28.551,12918395.0,116634124288.0
1989,Chile,147.822,21.783,13128625.0,129084506112.0
1990,Chile,155.681,18.958,13342876.0,133955190784.0
1991,Chile,174.964,24.085,13561946.0,143692185600.0
1992,Chile,194.194,28.355,13782300.0,161116241920.0
1993,Chile,205.228,27.529,13998387.0,170977050624.0
1994,Chile,215.481,25.955,14210680.0,179196395520.0
1995,Chile,232.236,26.028,14416799.0,196500488192.0
1996,Chile,245.845,22.552,14615489.0,209711316992.0
1997,Chile,281.059,21.91,14809289.0,222079385600.0
1998,Chile,281.476,18.059,14996745.0,227644669952.0
1999,Chile,293.115,15.276,15176418.0,224247365632.0
2000,Chile,307.391,19.783,15351803.0,232506474496.0
2001,Chile,313.345,22.047,15523973.0,238843494400.0
2002,Chile,320.801,22.875,15693798.0,242409652224.0
2003,Chile,322.49,22.011,15859114.0,249686491136.0
2004,Chile,344.299,19.438,16017966.0,262973259776.0
2005,Chile,357.327,22.099,16175315.0,276230012928.0
2006,Chile,369.682,22.958,16334573.0,291801038848.0
2007,Chile,369.299,19.44,16495543.0,304165388288.0
2008,Chile,369.306,21.595,16661463.0,312737595392.0
2009,Chile,354.372,22.961,16833450.0,305748115456.0
2010,Chile,363.948,19.836,17004166.0,321390903296.0
2011,Chile,385.712,18.481,17173568.0,338634309632.0
2012,Chile,402.747,18.747,17341770.0,356694163456.0
2013,Chile,413.759,18.797,17509926.0,370745311232.0
2014,Chile,409.534,20.392,17687108.0,377993625600.0
2015,Chile,414.23,21.905,17870122.0,386428796928.0
2016,Chile,433.903,20.18,18083880.0,392579481600.0
2017,Chile,450.347,22.318,18368582.0,397188366336.0
2018,Chile,468.278,24.334,18701452.0,412833611776.0
1965,China,1536.194,4.253,723846336.0,896126812160.0
1966,China,1669.308,3.983,742948544.0,927339380736.0
1967,China,1501.068,3.818,761006272.0,933378326528.0
1968,China,1516.696,4.459,780371968.0,912372793344.0
1969,China,1845.186,3.727,801430976.0,1006175584256.0
1970,China,2361.698,3.01,822534464.0,1144004411392.0
1971,China,2800.124,3.07,843285440.0,1216237797376.0
1972,China,3018.837,3.228,862840384.0,1233564991488.0
1973,China,3186.893,3.417,881652096.0,1334375219200.0
1974,China,3286.762,3.749,899367680.0,1367631593472.0
1975,China,3680.441,3.504,915124672.0,1460733607936.0
1976,China,3874.827,3.373,929375936.0,1413710479360.0
1977,China,4225.152,3.229,942581312.0,1493489287168.0
1978,China,4632.033,2.759,955138944.0,1667551723520.0
1979,China,4771.826,3.009,968298944.0,1801380298752.0
1980,China,4827.534,3.566,982372480.0,1893783568384.0
1981,China,4763.85,4.066,997259520.0,1949955260416.0
1982,China,4976.87,4.421,1013483200.0,2128598007808.0
1983,China,5297.698,4.823,1029226880.0,2278862356480.0
1984,China,5685.145,4.515,1044172224.0,2534000295936.0
1985,China,6150.371,4.442,1060240000.0,2752673742848.0
1986,China,6444.106,4.339,1077770496.0,2931539050496.0
1987,China,6950.239,4.256,1096851840.0,3177306652672.0
1988,China,7467.112,4.323,1115889792.0,3354463305728.0
1989,China,7836.437,4.468,1134414720.0,3380560265216.0
1990,China,7938.249,4.724,1153704192.0,3385121570816.0
1991,China,8337.61,4.425,1170626176.0,3508947910656.0
1992,China,8773.708,4.413,1183813376.0,3755037425664.0
1993,China,9457.634,4.758,1195855616.0,4126169628672.0
1994,China,10048.812,4.952,1207286656.0,4438753280000.0
1995,China,10352.658,5.554,1218144384.0,4810000039936.0
1996,China,10907.449,5.143,1228298880.0,5127589593088.0
1997,China,10981.134,5.362,1237801472.0,5291338891264.0
1998,China,11000.566,5.428,1246836096.0,5338703069184.0
1999,China,11386.067,5.188,1255433216.0,5578502963200.0
2000,China,11800.283,5.657,1264099072.0,5952682590208.0
2001,China,12470.062,6.619,1272739584.0,6329737412608.0
2002,China,13580.49,6.28,1280926080.0,6814493573120.0
2003,China,15818.756,5.301,1288873344.0,7248622387200.0
2004,China,18509.135,5.601,1296816768.0,7830953263104.0
2005,China,21027.164,5.554,1304887552.0,8602940080128.0
2006,China,23048.367,5.578,1313086592.0,9489543593984.0
2007,China,25049.293,5.719,1321513216.0,10358205972480.0
2008,China,26019.0,7.269,1330167168.0,10799147909120.0
2009,China,27158.898,6.936,1339125632.0,11572544012288.0
2010,China,29055.609,7.616,1348191360.0,12858808074240.0
2011,China,31336.535,7.084,1357095424.0,13673158410240.0
2012,China,32624.225,8.522,1366560768.0,14358127050752.0
2013,China,33852.562,8.958,1376100352.0,15304425996288.0
2014,China,34729.508,10.229,1385189632.0,16220856254464.0
2015,China,35134.855,10.833,1393715456.0,16710945996800.0
2016,China,35278.277,11.726,1401889664.0,17255473610752.0
2017,China,36649.703,12.292,1410275968.0,17575081672704.0
2018,China,38415.93,12.862,1417069440.0,18151620214784.0
1965,Colombia,97.673,10.729,18275818.0,79917506560.0
1966,Colombia,109.927,10.591,18811410.0,84161191936.0
1967,Colombia,115.861,11.202,19343968.0,87712751616.0
1968,Colombia,120.285,12.024,19872508.0,93093543936.0
1969,Colombia,121.783,13.204,20392264.0,99003203584.0
1970,Colombia,133.433,13.413,20905256.0,105691070464.0
1971,Colombia,132.013,14.388,21405412.0,111964217344.0
1972,Colombia,152.193,13.824,21898060.0,120559378432.0
1973,Colombia,147.196,15.555,22396324.0,128657104896.0
1974,Colombia,164.66,15.789,22897878.0,136089665536.0
1975,Colombia,155.635,18.879,23403732.0,139249500160.0
1976,Colombia,162.258,19.034,23913004.0,145807687680.0
1977,Colombia,167.654,18.8,24443926.0,151869472768.0
1978,Colombia,176.187,20.633,25003606.0,164779720704.0
1979,Colombia,183.328,21.763,25579328.0,173587382272.0
1980,Colombia,190.734,22.777,26176206.0,180717961216.0
1981,Colombia,193.446,22.156,26785992.0,184572133376.0
1982,Colombia,199.038,23.009,27405200.0,186378551296.0
1983,Colombia,209.62,22.032,28042326.0,189368025088.0
1984,Colombia,212.379,24.248,28689038.0,196136140800.0
1985,Colombia,219.453,25.236,29326256.0,202554130432.0
1986,Colombia,229.963,27.8,29960106.0,214958407680.0
1987,Colombia,251.271,27.699,30603052.0,226482438144.0
1988,Colombia,251.092,29.224,31256726.0,235710464000.0
1989,Colombia,264.485,30.274,31923126.0,243368624128.0
1990,Colombia,252.481,32.549,32601396.0,253538205696.0
1991,Colombia,259.169,31.965,33272632.0,259479420928.0
1992,Colombia,268.506,24.941,33939044.0,270671757312.0
1993,Colombia,292.186,28.616,34614732.0,286074437632.0
1994,Colombia,316.39,30.41,35295460.0,300754567168.0
1995,Colombia,323.725,29.69,35970104.0,316298592256.0
1996,Colombia,336.599,31.47,36632576.0,322721906688.0
1997,Colombia,342.17,27.652,37291948.0,333737754624.0
1998,Colombia,346.521,26.757,37944416.0,335547990016.0
1999,Colombia,322.875,31.316,38585040.0,321381171200.0
2000,Colombia,314.184,29.508,39215136.0,330667819008.0
2001,Colombia,316.865,29.83,39837876.0,336149970944.0
2002,Colombia,316.936,31.782,40454056.0,344483168256.0
2003,Colombia,322.863,32.991,41057688.0,357898059776.0
2004,Colombia,339.531,33.021,41648272.0,376905891840.0
2005,Colombia,334.302,34.173,42220944.0,394523869184.0
2006,Colombia,385.987,32.251,42772912.0,420866916352.0
2007,Colombia,392.271,32.766,43306592.0,449786937344.0
2008,Colombia,408.48,32.606,43815316.0,465645797376.0
2009,Colombia,403.782,29.995,44313916.0,473234341888.0
2010,Colombia,424.601,28.606,44816104.0,491900633088.0
2011,Colombia,443.797,32.644,45308896.0,524200738816.0
2012,Colombia,471.933,30.217,45782420.0,545385086976.0
2013,Colombia,485.04,27.414,46237928.0,571946893312.0
2014,Colombia,510.586,26.403,46677944.0,597109833728.0
2015,Colombia,483.403,27.785,47119728.0,615339524096.0
2016,Colombia,544.617,25.639,47625960.0,627381370880.0
2017,Colombia,549.702,30.292,48351668.0,635907473408.0
2018,Colombia,558.419,29.727,49276968.0,651900551168.0
1990,Croatia,100.82,11.524,4873705.0,58374078464.0
1991,Croatia,83.79,19.537,4844526.0,45560401920.0
1992,Croatia,80.523,15.995,4798318.0,40296484864.0
1993,Croatia,84.006,16.087,4792409.0,37941878784.0
1994,Croatia,84.863,18.96,4819431.0,41058422784.0
1995,Croatia,87.85,19.161,4807100.0,44384567296.0
1996,Croatia,94.241,24.701,4758624.0,47434641408.0
1997,Croatia,93.359,18.543,4711373.0,51344322560.0
1998,Croatia,98.731,18.063,4659937.0,53359112192.0
1999,Croatia,102.114,21.246,4605329.0,53571235840.0
2000,Croatia,96.55,19.766,4548438.0,54951510016.0
2001,Croatia,101.516,20.779,4506760.0,56076091392.0
2002,Croatia,101.622,16.807,4482874.0,59660337152.0
2003,Croatia,106.32,14.887,4461141.0,63955259392.0
2004,Croatia,110.541,19.898,4443351.0,67606573056.0
2005,Croatia,109.285,18.501,4429687.0,71536394240.0
2006,Croatia,107.95,17.524,4417562.0,76142043136.0
2007,Croatia,108.455,12.393,4405542.0,81332862976.0
2008,Croatia,107.864,15.262,4393666.0,84280721408.0
2009,Croatia,106.489,19.717,4382142.0,79251070976.0
2010,Croatia,108.264,23.851,4368680.0,79107170304.0
2011,Croatia,94.448,15.51,4351838.0,80079052800.0
2012,Croatia,87.595,16.895,4331592.0,78321270784.0
2013,Croatia,96.073,26.756,4308854.0,77479518208.0
2014,Croatia,96.009,28.476,4283968.0,77088243712.0
2015,Croatia,91.02,22.672,4254821.0,78221434880.0
2016,Croatia,94.731,23.881,4223748.0,80230187008.0
2017,Croatia,94.783,20.28,4192468.0,82748776448.0
2018,Croatia,98.16,27.056,4160488.0,84978688000.0
1970,Czechia,526.872,0.96,9795750.0,85688639488.0
1971,Czechia,553.701,0.645,9816554.0,90161725440.0
1972,Czechia,556.845,0.671,9851274.0,94933131264.0
1973,Czechia,560.165,0.571,9900301.0,99378511872.0
1974,Czechia,566.171,0.95,9960863.0,104186945536.0
1975,Czechia,589.3,0.91,10025718.0,110000275456.0
1976,Czechia,605.729,0.706,10088047.0,114359902208.0
1977,Czechia,625.648,0.93,10144498.0,118223716352.0
1978,Czechia,634.403,0.853,10195871.0,123116437504.0
1979,Czechia,641.109,1.058,10241207.0,124798623744.0
1980,Czechia,620.836,1.143,10270060.0,126921728000.0
1981,Czechia,616.225,0.989,10283841.0,126726004736.0
1982,Czechia,609.005,0.811,10293692.0,124767551488.0
1983,Czechia,609.977,0.802,10298165.0,126785028096.0
1984,Czechia,630.302,0.609,10299713.0,129617870848.0
1985,Czechia,631.51,0.782,10302326.0,132537131008.0
1986,Czechia,638.553,0.869,10302678.0,136190033920.0
1987,Czechia,653.255,1.116,10302081.0,139350917120.0
1988,Czechia,656.114,0.946,10304147.0,142237368320.0
1989,Czechia,636.0,0.764,10304498.0,144679288832.0
1990,Czechia,546.744,0.628,10301190.0,146168283136.0
1991,Czechia,497.639,0.647,10303359.0,130869280768.0
1992,Czechia,482.979,0.862,10310956.0,131887431680.0
1993,Czechia,478.929,0.961,10318915.0,133712371712.0
1994,Czechia,466.515,1.163,10321309.0,139362828288.0
1995,Czechia,486.214,1.521,10311702.0,149915926528.0
1996,Czechia,502.922,1.394,10295653.0,158347427840.0
1997,Czechia,482.32,1.446,10279042.0,159287115776.0
1998,Czechia,468.271,1.369,10263837.0,160811499520.0
1999,Czechia,448.987,1.702,10249145.0,165213880320.0
2000,Czechia,474.504,1.595,10234712.0,174508441600.0
2001,Czechia,485.272,1.696,10230273.0,182134898688.0
2002,Czechia,486.757,1.976,10238170.0,187506016256.0
2003,Czechia,514.55,1.223,10248039.0,196738662400.0
2004,Czechia,527.825,1.607,10261003.0,209118199808.0
2005,Czechia,519.632,1.779,10280122.0,225438384128.0
2006,Czechia,529.455,1.99,10304822.0,244024344576.0
2007,Czechia,523.705,1.966,10337831.0,260810031104.0
2008,Czechia,513.619,2.397,10378586.0,271304294400.0
2009,Czechia,492.811,3.248,10421515.0,261474025472.0
2010,Czechia,513.649,3.894,10464750.0,270895333376.0
2011,Czechia,501.976,4.91,10496379.0,279860772864.0
2012,Czechia,499.438,5.372,10511065.0,277620523008.0
2013,Czechia,490.221,6.218,10514547.0,276285980672.0
2014,Czechia,479.937,6.416,10517178.0,283780743168.0
2015,Czechia,470.716,6.633,10523801.0,296649588736.0
2016,Czechia,464.374,6.7,10527584.0,303850717184.0
2017,Czechia,490.581,6.5,10531315.0,317076144128.0
2018,Czechia,489.023,6.36,10534598.0,326100320256.0
1983,Denmark,190.114,0.15,5124341.0,130158862336.0
1984,Denmark,193.293,0.151,5121317.0,135871946752.0
1985,Denmark,217.816,0.163,5119453.0,141700382720.0
1986,Denmark,222.643,0.278,5119368.0,146862030848.0
1987,Denmark,214.641,0.371,5121515.0,147289145344.0
1988,Denmark,212.306,0.572,5126107.0,149007302656.0
1989,Denmark,195.815,0.887,5133937.0,149399519232.0
1990,Denmark,201.961,1.266,5144626.0,151205740544.0
1991,Denmark,232.854,1.459,5158325.0,154193559552.0
1992,Denmark,218.137,2.041,5175466.0,158107713536.0
1993,Denmark,231.304,2.362,5193776.0,159029510144.0
1994,Denmark,248.056,2.132,5213801.0,168468807680.0
1995,Denmark,243.62,2.313,5235205.0,174565621760.0
1996,Denmark,289.889,2.188,5256002.0,180657864704.0
1997,Denmark,262.998,3.381,5277385.0,187612758016.0
1998,Denmark,253.691,4.676,5298991.0,192868466688.0
1999,Denmark,246.049,5.389,5319856.0,199692681216.0
2000,Denmark,236.519,7.096,5340662.0,208358719488.0
2001,Denmark,237.216,7.403,5360753.0,211275268096.0
2002,Denmark,236.755,8.587,5378700.0,213475426304.0
2003,Denmark,255.233,9.463,5396355.0,215532699648.0
2004,Denmark,241.652,11.729,5415583.0,222551113728.0
2005,Denmark,227.599,12.804,5436314.0,229050957824.0
2006,Denmark,251.563,10.851,5457863.0,239379202048.0
2007,Denmark,238.634,12.716,5479722.0,242933465088.0
2008,Denmark,226.621,13.08,5502752.0,243073646592.0
2009,Denmark,214.577,13.767,5526455.0,232468676608.0
2010,Denmark,227.938,16.117,5550850.0,238176026624.0
2011,Denmark,214.153,19.854,5576016.0,242738380800.0
2012,Denmark,199.192,22.672,5600955.0,243290013696.0
2013,Denmark,207.784,23.113,5625393.0,245558509568.0
2014,Denmark,200.002,26.705,5650654.0,249673711616.0
2015,Denmark,194.821,28.598,5677795.0,253683007488.0
2016,Denmark,197.839,27.455,5706856.0,256821805056.0
2017,Denmark,198.832,32.162,5737286.0,262051119104.0
2018,Denmark,196.311,30.938,5766689.0,268317622272.0
1990,Ecuador,80.982,18.208,10449845.0,64188502016.0
1991,Ecuador,89.439,16.782,10686277.0,67933605888.0
1992,Ecuador,88.979,16.528,10914222.0,70873808896.0
1993,Ecuador,92.231,18.628,11132833.0,72804343808.0
1994,Ecuador,100.323,19.351,11347655.0,76428115968.0
1995,Ecuador,94.818,16.094,11561683.0,78692040704.0
1996,Ecuador,107.914,17.382,11775223.0,80612106240.0
1997,Ecuador,120.221,16.072,11987840.0,84682932224.0
1998,Ecuador,120.844,15.92,12199692.0,88055963648.0
1999,Ecuador,110.231,19.252,12412056.0,84464762880.0
2000,Ecuador,104.129,21.614,12626511.0,85978873856.0
2001,Ecuador,105.483,19.692,12845523.0,90060685312.0
2002,Ecuador,104.109,21.095,13070617.0,94405017600.0
2003,Ecuador,106.607,19.533,13301188.0,97644568576.0
2004,Ecuador,114.056,18.735,13534598.0,106398015488.0
2005,Ecuador,120.725,16.597,13770015.0,112806723584.0
2006,Ecuador,127.686,16.252,14009064.0,118595035136.0
2007,Ecuador,134.253,19.557,14251838.0,122035339264.0
2008,Ecuador,143.285,22.618,14496800.0,130681241600.0
2009,Ecuador,139.805,18.929,14742768.0,132343726080.0
2010,Ecuador,155.194,15.956,14989581.0,137955147776.0
2011,Ecuador,164.644,19.213,15237734.0,149848326144.0
2012,Ecuador,173.933,19.858,15483884.0,158295818240.0
2013,Ecuador,179.509,17.395,15722988.0,166128254976.0
2014,Ecuador,188.563,17.305,15957995.0,172762087424.0
2015,Ecuador,188.046,19.69,16195904.0,173044858880.0
2016,Ecuador,187.404,23.698,16439588.0,169282355200.0
2017,Ecuador,194.656,28.489,16696947.0,173290962944.0
2018,Ecuador,205.892,27.487,17015672.0,175524675584.0
1965,Egypt,91.675,5.588,30818472.0,58532794368.0
1966,Egypt,96.463,5.595,31613136.0,58874122240.0
1967,Egypt,82.585,7.042,32408416.0,58134978560.0
1968,Egypt,89.118,9.957,33204632.0,59081302016.0
1969,Egypt,73.375,16.082,33995960.0,63097380864.0
1970,Egypt,91.432,15.165,34781992.0,67114479616.0
1971,Egypt,93.99,15.878,35555972.0,69906251776.0
1972,Egypt,104.29,14.636,36330772.0,71250780160.0
1973,Egypt,98.573,15.458,37120780.0,73196093440.0
1974,Egypt,112.037,16.143,37930376.0,76018040832.0
1975,Egypt,124.288,16.161,38775584.0,83697410048.0
1976,Egypt,148.624,15.924,39649056.0,96606691328.0
1977,Egypt,161.271,16.571,40577356.0,109254139904.0
1978,Egypt,170.354,17.237,41576640.0,117620137984.0
1979,Egypt,186.082,15.268,42632456.0,126908743680.0
1980,Egypt,211.662,13.694,43748552.0,140607635456.0
1981,Egypt,241.095,12.526,44899572.0,146244911104.0
1982,Egypt,268.999,11.533,46088652.0,161850654720.0
1983,Egypt,290.812,9.98,47353672.0,174291288064.0
1984,Egypt,317.112,8.98,48676444.0,184976097280.0
